chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr19	12750825	12751345	PRDX2	0.029030703	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	86	0.0233677285548	975	0.00303699494027	NA	0.119693602866		122	0.999280533308	1	1	1	K562	NA	NA
chr19	12758305	12758885	PRDX2	-0.011473466	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	97	0.00930422222162	975	0.00303699494027	NA	0.599283678803		122	1	1	1	1	K562	NA	NA
chr19	12777325	12777867	PRDX2	0.009119347	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.00818673634245	975	0.00303699494027	NA	0.650068358079		122	1	1	1	1	K562	NA	NA
chr19	12780145	12780725	PRDX2	-0.00242535	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	82	0.00959400958241	975	0.00303699494027	NA	0.933463935101		122	1	1	1	1	K562	NA	NA
chr19	12782725	12783305	PRDX2	0.014176499	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	24	0.0187142809184	975	0.00303699494027	NA	0.722485964472		122	0.999289747324	1	1	1	K562	NA	NA
chr19	12787065	12787585	PRDX2	0.00268462	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	81	0.0116841178216	975	0.00303699494027	NA	0.885220097731		122	0.999999999938	1	1	1	K562	NA	NA
chr19	12791925	12792425	PRDX2	-0.006678127	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	83	0.0117183712623	975	0.00303699494027	NA	0.788827496492		122	0.999999999938	1	1	1	K562	NA	NA
chr19	12792451	12792985	PRDX2	-0.0216455	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	59	0.0102194159325	975	0.00303699494027	NA	0.426909455043		122	0.999999999999	1	1	1	K562	NA	NA
chr19	12807205	12807765	PRDX2	-0.013362327	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	53	0.0117381388399	975	0.00303699494027	NA	0.650068358079		122	0.999999999191	1	1	1	K562	NA	NA
chr19	12813805	12814305	PRDX2	-0.0058366	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	77	0.0104331465028	975	0.00303699494027	NA	0.79638058576		122	0.999999999999	1	1	1	K562	NA	NA
chr19	12827685	12828205	PRDX2	0.019612974	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	37	0.0138062655613	975	0.00303699494027	NA	0.562809421164		122	0.999999265192	1	1	1	K562	NA	NA
chr19	12832705	12833225	PRDX2	0.019043905	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	90	0.0135858436918	975	0.00303699494027	NA	0.346588263508		122	0.999999990239	1	1	1	K562	NA	NA
chr19	12833305	12833805	PRDX2	-0.027062217	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	75	0.0104678399215	975	0.00303699494027	NA	0.120467645429		122	0.999999999999	1	1	1	K562	NA	NA
chr19	12834545	12835060	PRDX2	0.011921904	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	71	0.0119255565529	975	0.00303699494027	NA	0.618476273956		122	0.999999999729	1	1	1	K562	NA	NA
chr19	12845325	12845839	PRDX2	-0.027134338	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	76	0.0122054187893	975	0.00303699494027	NA	0.120467645429		122	0.999999999538	1	1	1	K562	NA	NA
chr19	12847665	12848522	PRDX2	-0.016750075	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	102	0.0103111095942	975	0.00303699494027	NA	0.426909455043		122	1	1	1	1	K562	NA	NA
chr19	12868285	12868805	PRDX2	-0.005499965	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	100	0.00926658081505	975	0.00303699494027	NA	0.79638058576		122	1	1	1	1	K562	NA	NA
chr19	12871305	12871845	PRDX2	-0.005945322	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	40	0.012471723597	975	0.00303699494027	NA	0.845840660373		122	0.999999966619	1	1	1	K562	NA	NA
chr19	12876785	12877345	PRDX2	-0.009159503	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	97	0.0101017906177	975	0.00303699494027	NA	0.681291095627		122	1	1	1	1	K562	NA	NA
chr19	12886184	12886825	PRDX2	-0.072627306	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	71	0.0130129392487	975	0.00303699494027	NA	1.59740788519e-08		122	0.999999994129	1	1	1	K562	NA	NA
chr19	12888325	12888845	PRDX2	-0.092657423	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	75	0.0118405497633	975	0.00303699494027	NA	3.44500609023e-14		122	0.999999999845	1	1	1	K562	NA	NA
chr19	12889945	12890545	PRDX2	-0.075260441	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	71	0.0117080020507	975	0.00303699494027	NA	3.19960530338e-09		122	0.999999999867	1	1	1	K562	NA	NA
chr19	12893105	12893985	PRDX2	-0.080993175	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	150	0.00747523129824	975	0.00303699494027	NA	3.17959736805e-20		122	1	1	1	1	K562	NA	NA
chr19	12895265	12895785	PRDX2	-0.073159699	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	37	0.0170544518422	975	0.00303699494027	NA	5.42603452138e-05		122	0.99995498011	1	1	1	K562	NA	NA
chr19	12900645	12901165	PRDX2	-0.010755842	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	121	0.009150042448	975	0.00303699494027	NA	0.594712508825		122	1	1	1	1	K562	NA	NA
chr19	12902005	12902559	PRDX2	0.106660209	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	96	0.0117589628002	975	0.00303699494027	NA	1.49876604955e-22		122	0.999999999963	1	1	1	K562	NA	NA
chr19	12904165	12904665	PRDX2	-0.006002502	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	101	0.0109003447421	975	0.00303699494027	NA	0.790459726249		122	0.999999999999	1	1	1	K562	NA	NA
chr19	12916645	12917677	PRDX2	-0.171470043	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	153	0.0105519458264	975	0.00303699494027	NA	3.61006169067e-72		122	1	1	1	1	K562	NA	NA
chr19	12925705	12926305	PRDX2	-0.024691255	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	13	0.0306750541031	975	0.00303699494027	NA	0.67269052441		122	0.934090317151	0.999998988351	0.999999999907	1	K562	NA	NA
chr19	12935945	12936745	PRDX2	-0.030001449	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	113	0.00930243402334	975	0.00303699494027	NA	0.0162966344305		122	1	1	1	1	K562	NA	NA
chr19	12939125	12939705	PRDX2	-0.011083981	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	65	0.0097597089736	975	0.00303699494027	NA	0.681291095627		122	1	1	1	1	K562	NA	NA
chr19	12941239	12941805	PRDX2	0.021196089	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	74	0.00971537284483	975	0.00303699494027	NA	0.285049807453		122	1	1	1	1	K562	NA	NA
chr19	12943165	12943725	PRDX2	0.049902777	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	91	0.0101140261409	975	0.00303699494027	NA	1.74291213673e-05		122	1	1	1	1	K562	NA	NA
chr19	12946045	12946545	PRDX2	-0.001659867	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	82	0.0115782942336	975	0.00303699494027	NA	0.948188552047		122	0.99999999996	1	1	1	K562	NA	NA
chr19	12947025	12947525	PRDX2	0.018416655	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	76	0.0129616144385	975	0.00303699494027	NA	0.426909455043		122	0.999999996135	1	1	1	K562	NA	NA
chr19	12948705	12949508	PRDX2	-0.008999601	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	73	0.0112851413964	975	0.00303699494027	NA	0.722485964472		122	0.999999999974	1	1	1	K562	NA	NA
chr19	12951265	12951825	PRDX2	-0.000616585	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.0105341945721	975	0.00303699494027	NA	0.992685428717		122	1	1	1	1	K562	NA	NA
chr19	12951925	12952425	PRDX2	0.01229683	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	90	0.0102626989527	975	0.00303699494027	NA	0.571373758467		122	1	1	1	1	K562	NA	NA
chr19	12958325	12958825	PRDX2	0.048726012	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	85	0.00995443427032	975	0.00303699494027	NA	5.07252707045e-05		122	1	1	1	1	K562	NA	NA
chr19	12977965	12978745	PRDX2	-0.004710272	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	127	0.00750631011079	975	0.00303699494027	NA	0.79638058576		122	1	1	1	1	K562	NA	NA
chr19	12983025	12983525	PRDX2	-0.008014272	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	35	0.0178821058892	975	0.00303699494027	NA	0.79638058576		122	0.999888157185	1	1	1	K562	NA	NA
chr19	12983645	12984185	PRDX2	-0.003102997	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	43	0.0142024239456	975	0.00303699494027	NA	0.933463935101		122	0.999999329824	1	1	1	K562	NA	NA
chr19	12992085	12992645	PRDX2	-0.021426286	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.00977551439605	975	0.00303699494027	NA	0.206406694636		122	1	1	1	1	K562	NA	NA
chr19	12993385	12993885	PRDX2	-0.031633013	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	17	0.0189325103723	975	0.00303699494027	NA	0.562809421164		122	0.997281544431	1	1	1	K562	NA	NA
chr19	12994425	12994945	PRDX2	-0.015998273	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	19	0.0241548372918	975	0.00303699494027	NA	0.734308587904		122	0.988781043981	0.999999999917	1	1	K562	NA	NA
chr19	12995825	12996325	PRDX2	-0.075451034	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	81	0.0122420936296	975	0.00303699494027	NA	3.72562023181e-10		122	0.999999999614	1	1	1	K562	NA	NA
chr19	12996905	12998745	PRDX2	-0.165737263	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	266	0.00725852115601	975	0.00303699494027	NA	9.32192055507e-102		122	1	1	1	1	K562	NA	NA
chr19	12999705	13000205	PRDX2	-0.011081893	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	15	0.0256325115867	975	0.00303699494027	NA	0.816123330692		122	0.974044199008	0.999999997023	1	1	K562	NA	NA
chr19	13001505	13002192	PRDX2	-0.021802207	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	102	0.00848626308637	975	0.00303699494027	NA	0.165123139294		122	1	1	1	1	K562	NA	NA
chr19	13019305	13019805	PRDX2	-7.7829e-05	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	51	0.0119920355884	975	0.00303699494027	NA	0.992685428717		122	0.999999997842	1	1	1	K562	NA	NA
chr19	13029836	13030425	PRDX2	0.007383282	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	97	0.010260861682	975	0.00303699494027	NA	0.722485964472		122	1	1	1	1	K562	NA	NA
chr19	13044308	13044885	PRDX2	-0.00044604	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	97	0.00919963457564	975	0.00303699494027	NA	0.997948039215		122	1	1	1	1	K562	NA	NA
chr19	13044985	13045485	PRDX2	-0.024899613	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	21	0.0162156564768	975	0.00303699494027	NA	0.571373758467		122	0.999778443438	1	1	1	K562	NA	NA
chr19	13045805	13046305	PRDX2	0.051980105	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	7	0.0490814360312	975	0.00303699494027	NA	0.495216320392		122	0.709999774767	0.995158167344	0.99984313774	1	K562	NA	NA
chr19	13047265	13047765	PRDX2	-0.019287782	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	40	0.0145504547015	975	0.00303699494027	NA	0.571373758467		122	0.999998364208	1	1	1	K562	NA	NA
chr19	13049025	13049663	PRDX2	-0.009088376	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	106	0.0102548191062	975	0.00303699494027	NA	0.681291095627		122	1	1	1	1	K562	NA	NA
chr19	13056305	13057565	PRDX2	0.005403558	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	147	0.00768901452848	975	0.00303699494027	NA	0.734308587904		122	1	1	1	1	K562	NA	NA
chr19	13067818	13068345	PRDX2	0.014850996	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	88	0.00938697782932	975	0.00303699494027	NA	0.495216320392		122	1	1	1	1	K562	NA	NA
chr19	13075665	13076805	PRDX2	-0.005392744	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	138	0.00773255395427	975	0.00303699494027	NA	0.788827496492		122	1	1	1	1	K562	NA	NA
chr19	13085005	13085525	PRDX2	0.012120007	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	44	0.016074783627	975	0.00303699494027	NA	0.681291095627		122	0.999991454612	1	1	1	K562	NA	NA
chr19	13088545	13089065	PRDX2	-0.002366437	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	76	0.00978624689389	975	0.00303699494027	NA	0.933463935101		122	1	1	1	1	K562	NA	NA
chr19	13094325	13094825	PRDX2	0.008587461	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	67	0.0110688568014	975	0.00303699494027	NA	0.722485964472		122	0.999999999981	1	1	1	K562	NA	NA
chr19	13095965	13096465	PRDX2	0.005863289	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	51	0.0121777259245	975	0.00303699494027	NA	0.79638058576		122	0.999999996396	1	1	1	K562	NA	NA
chr19	13107305	13107805	PRDX2	-0.000675405	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.00975086531956	975	0.00303699494027	NA	0.992685428717		122	1	1	1	1	K562	NA	NA
chr19	13123985	13124525	PRDX2	0.010212997	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	77	0.00916729387582	975	0.00303699494027	NA	0.650068358079		122	1	1	1	1	K562	NA	NA
chr19	13127205	13127805	PRDX2	-0.005781955	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	41	0.0163254967543	975	0.00303699494027	NA	0.845840660373		122	0.999985233455	1	1	1	K562	NA	NA
chr19	13133545	13134045	PRDX2	0.007585159	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	47	0.0203607500682	975	0.00303699494027	NA	0.790459726249		122	0.999701923527	1	1	1	K562	NA	NA
chr19	13144765	13145325	PRDX2	0.012434579	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	78	0.0113815529094	975	0.00303699494027	NA	0.582677780046		122	0.999999999975	1	1	1	K562	NA	NA
chr19	13162305	13162805	PRDX2	0.018289959	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	69	0.00970160473829	975	0.00303699494027	NA	0.435692589923		122	1	1	1	1	K562	NA	NA
chr19	13172085	13172605	PRDX2	0.013741935	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	76	0.00982426716763	975	0.00303699494027	NA	0.562809421164		122	1	1	1	1	K562	NA	NA
chr19	13180365	13180865	PRDX2	-0.023268226	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	83	0.00819606259964	975	0.00303699494027	NA	0.177536649577		122	1	1	1	1	K562	NA	NA
chr19	13190225	13190725	PRDX2	0.001561439	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	66	0.00958797766674	975	0.00303699494027	NA	0.933463935101		122	1	1	1	1	K562	NA	NA
chr19	13204505	13205025	PRDX2	-0.012668832	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	102	0.0104807378436	975	0.00303699494027	NA	0.571373758467		122	1	1	1	1	K562	NA	NA
chr19	13208405	13209625	PRDX2	0.004054343	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	144	0.00722236095872	975	0.00303699494027	NA	0.79638058576		122	1	1	1	1	K562	NA	NA
chr19	13213425	13214345	PRDX2	-0.005110994	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	199	0.006784755676	975	0.00303699494027	NA	0.757850370162		122	1	1	1	1	K562	NA	NA
chr19	13215145	13215725	PRDX2	0.013470461	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	92	0.0120586200525	975	0.00303699494027	NA	0.562809421164		122	0.999999999876	1	1	1	K562	NA	NA
chr19	13227213	13228345	PRDX2	0.007173853	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	68	0.0100698652524	975	0.00303699494027	NA	0.757850370162		122	1	1	1	1	K562	NA	NA
chr19	13228625	13229351	PRDX2	0.003706232	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	92	0.00962045022751	975	0.00303699494027	NA	0.83656138601		122	1	1	1	1	K562	NA	NA
chr19	13229485	13229985	PRDX2	0.008935527	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	77	0.0107611441183	975	0.00303699494027	NA	0.681291095627		122	0.999999999998	1	1	1	K562	NA	NA
chr19	13260938	13261531	PRDX2	0.0227692	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	94	0.00929260485791	975	0.00303699494027	NA	0.137917644824		122	1	1	1	1	K562	NA	NA
chr19	13262245	13262985	PRDX2	-0.006671186	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	118	0.00881976039617	975	0.00303699494027	NA	0.743261027162		122	1	1	1	1	K562	NA	NA
chr19	13263605	13264105	PRDX2	0.0027554	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	87	0.0109614967251	975	0.00303699494027	NA	0.881586019599		122	0.999999999997	1	1	1	K562	NA	NA
chr19	13266245	13266765	PRDX2	0.008593626	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	86	0.0107233889103	975	0.00303699494027	NA	0.681291095627		122	0.999999999999	1	1	1	K562	NA	NA
chr19	13273605	13274145	PRDX2	0.004174572	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	103	0.00983199103146	975	0.00303699494027	NA	0.79638058576		122	1	1	1	1	K562	NA	NA
chr19	13274445	13275785	PRDX2	0.012713287	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	106	0.0121939205462	975	0.00303699494027	NA	0.562809421164		122	0.999999999888	1	1	1	K562	NA	NA
chr19	13283085	13283605	PRDX2	-0.013794183	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	75	0.0116751868665	975	0.00303699494027	NA	0.571373758467		122	0.999999999911	1	1	1	K562	NA	NA
chr19	13301925	13302425	PRDX2	0.041513621	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	46	0.0144555939814	975	0.00303699494027	NA	0.0278825806583		122	0.999998202152	1	1	1	K562	NA	NA
chr19	13305225	13305845	PRDX2	-0.006144222	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	24	0.0125827652191	975	0.00303699494027	NA	0.881586019599		122	0.999998680128	1	1	1	K562	NA	NA
chr19	13306445	13306985	PRDX2	0.017066214	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	45	0.0160867381282	975	0.00303699494027	NA	0.571373758467		122	0.999992135427	1	1	1	K562	NA	NA
chr19	13323585	13324085	PRDX2	-0.018415081	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	64	0.0110889478615	975	0.00303699494027	NA	0.495216320392		122	0.999999999974	1	1	1	K562	NA	NA
chr19	13345245	13345765	PRDX2	0.004925501	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	72	0.0106694970433	975	0.00303699494027	NA	0.79638058576		122	0.999999999998	1	1	1	K562	NA	NA
chr19	13358545	13359065	PRDX2	-0.010647479	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	63	0.0114157178063	975	0.00303699494027	NA	0.681291095627		122	0.999999999905	1	1	1	K562	NA	NA
chr19	13371805	13372345	PRDX2	-0.014974292	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	46	0.0141644532493	975	0.00303699494027	NA	0.644954904505		122	0.999999550609	1	1	1	K562	NA	NA
chr19	13373145	13373685	PRDX2	0.005518588	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	34	0.0164144243677	975	0.00303699494027	NA	0.845840660373		122	0.999967479422	1	1	1	K562	NA	NA
chr19	13387865	13388365	PRDX2	0.012466877	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	52	0.0131913484997	975	0.00303699494027	NA	0.650068358079		122	0.999999962549	1	1	1	K562	NA	NA
chr19	13388705	13389265	PRDX2	0.016747886	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	36	0.0141644576841	975	0.00303699494027	NA	0.613581049565		122	0.999998516077	1	1	1	K562	NA	NA
chr19	13492665	13493165	PRDX2	-0.009951451	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	53	0.0117555671396	975	0.00303699494027	NA	0.734308587904		122	0.99999999917	1	1	1	K562	NA	NA
chr19	13507325	13507905	PRDX2	0.021544012	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	46	0.0164286660424	975	0.00303699494027	NA	0.471430045208		122	0.999989128458	1	1	1	K562	NA	NA
chr19	13512165	13512685	PRDX2	0.019297217	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	43	0.0128398588656	975	0.00303699494027	NA	0.562809421164		122	0.999999951779	1	1	1	K562	NA	NA
